"","NA06993"
"SNP_A-1686218",2.02
"SNP_A-1686810",1.98
"SNP_A-1668142",2.03
"SNP_A-1752942",1.72
"SNP_A-1700881",2.71
"SNP_A-1755175",1.67
"SNP_A-1642708",2.05
"SNP_A-1651183",3.03
"SNP_A-1707842",2.61
"SNP_A-1699904",1.9
"SNP_A-1700130",2.43
"SNP_A-1700222",2.04
"SNP_A-1677592",2.43
"SNP_A-1703572",2.01
"SNP_A-1645511",1.8
"SNP_A-1726074",2.35
"SNP_A-1647713",1.88
"SNP_A-1647967",1.78
"SNP_A-1649311",1.85
"SNP_A-1649423",1.65
"SNP_A-1674759",2.27
"SNP_A-1757093",2.16
"SNP_A-1717037",1.91
"SNP_A-1705374",1.88
"SNP_A-1741861",1.82
"SNP_A-1716082",2.07
"SNP_A-1716178",2.19
"SNP_A-1753924",2.04
"SNP_A-1751675",1.71
"SNP_A-1647349",2.23
"SNP_A-1647445",2.15
"SNP_A-1699404",2.95
"SNP_A-1699528",1.62
"SNP_A-1701078",1.29
"SNP_A-1701180",1.74
"SNP_A-1704874",1.94
"SNP_A-1691890",1.78
"SNP_A-1703267",2.1
"SNP_A-1755419",1.83
"SNP_A-1662088",1.95
"SNP_A-1669761",1.7
"SNP_A-1677020",2.05
"SNP_A-1646503",2.2
"SNP_A-1716071",2.48
"SNP_A-1735158",2.39
"SNP_A-1695557",2.3
"SNP_A-1676866",2.67
"SNP_A-1698980",2.63
"SNP_A-1758831",1.88
"SNP_A-1681746",3.03
"SNP_A-1674659",1.93
"SNP_A-1744466",2.11
"SNP_A-1746626",2.41
"SNP_A-1670599",2.04
"SNP_A-1670807",2.82
"SNP_A-1677547",1.52
"SNP_A-1677945",1.93
"SNP_A-1679457",2.13
"SNP_A-1681495",1.57
"SNP_A-1701098",1.8
"SNP_A-1708165",1.81
"SNP_A-1713359",2.81
"SNP_A-1751434",1.66
"SNP_A-1674937",2.77
"SNP_A-1646461",1.9
"SNP_A-1648011",1.84
"SNP_A-1708566",2.27
"SNP_A-1653888",2.69
"SNP_A-1664718",1.59
"SNP_A-1737065",3.01
"SNP_A-1690423",3.65
"SNP_A-1731259",2.33
"SNP_A-1646344",2.4
"SNP_A-1719699",3.54
"SNP_A-1659490",2.43
"SNP_A-1746619",2.23
"SNP_A-1711550",1.96
"SNP_A-1685335",3.68
"SNP_A-1693942",2.41
"SNP_A-1697772",2.36
"SNP_A-1697876",2.38
"SNP_A-1697992",2.18
"SNP_A-1738105",2.21
"SNP_A-1738277",2.44
"SNP_A-1751661",2.14
"SNP_A-1655791",2.69
"SNP_A-1658142",1.92
"SNP_A-1748132",2.33
"SNP_A-1752288",2.51
"SNP_A-1679719",2.11
"SNP_A-1690134",1.95
"SNP_A-1670047",1.2
"SNP_A-1680601",1.67
"SNP_A-1680729",2.24
"SNP_A-1680845",2.72
"SNP_A-1675948",1.68
"SNP_A-1722775",1.82
"SNP_A-1722873",2.61
"SNP_A-1671142",1.78
"SNP_A-1735368",2.19
"SNP_A-1728037",2.52
"SNP_A-1710163",2.93
"SNP_A-1696456",2.06
"SNP_A-1756220",1.96
"SNP_A-1736868",2.33
"SNP_A-1749020",1.8
"SNP_A-1750798",2.48
"SNP_A-1645665",2.13
"SNP_A-1677078",2.3
"SNP_A-1664920",1.58
"SNP_A-1746430",1.86
"SNP_A-1684890",1.87
"SNP_A-1678096",1.72
"SNP_A-1701336",2.19
"SNP_A-1701524",2
"SNP_A-1743158",3.26
"SNP_A-1716141",2
"SNP_A-1755447",1.82
"SNP_A-1700664",2.25
"SNP_A-1735358",1.85
"SNP_A-1723092",2.63
"SNP_A-1673357",2.07
"SNP_A-1642277",2.3
"SNP_A-1753563",2.04
"SNP_A-1750825",1.27
"SNP_A-1747223",1.7
"SNP_A-1678638",1.7
"SNP_A-1655119",1.83
"SNP_A-1694495",2.59
"SNP_A-1735979",3.1
"SNP_A-1757703",1.67
"SNP_A-1733149",2.66
"SNP_A-1739039",1.4
"SNP_A-1701961",1.36
"SNP_A-1739457",2.77
"SNP_A-1668778",2.32
"SNP_A-1670661",2.16
"SNP_A-1677865",1.45
"SNP_A-1677983",1.56
"SNP_A-1733566",1.97
"SNP_A-1717247",1.78
"SNP_A-1754304",1.96
"SNP_A-1653226",1.89
"SNP_A-1739809",1.76
"SNP_A-1656358",1.91
"SNP_A-1687562",3.12
"SNP_A-1669812",2.31
"SNP_A-1677626",1.23
"SNP_A-1684519",2.23
"SNP_A-1707856",1.55
"SNP_A-1687046",2.49
"SNP_A-1655625",2.01
"SNP_A-1749697",2.64
"SNP_A-1747094",1.85
"SNP_A-1681757",1.7
"SNP_A-1681857",2.53
"SNP_A-1685003",2.21
"SNP_A-1717473",2.07
"SNP_A-1674545",2.14
"SNP_A-1726908",1.29
"SNP_A-1698083",2.25
"SNP_A-1736094",2.3
"SNP_A-1740870",1.99
"SNP_A-1672033",2.18
"SNP_A-1756172",2.32
"SNP_A-1726596",2.26
"SNP_A-1742797",2.11
"SNP_A-1728740",1.47
"SNP_A-1728856",1.7
"SNP_A-1682838",1.42
"SNP_A-1756599",1.93
"SNP_A-1671649",2.15
"SNP_A-1673411",1.47
"SNP_A-1670255",2.68
"SNP_A-1692130",2.79
"SNP_A-1692106",2.49
"SNP_A-1653349",1.87
"SNP_A-1655240",1.63
"SNP_A-1655346",1.04
"SNP_A-1662129",1.77
"SNP_A-1663152",1.44
"SNP_A-1755176",1.34
"SNP_A-1711009",1.9
"SNP_A-1711115",1.63
"SNP_A-1733034",1.76
"SNP_A-1714836",1.58
"SNP_A-1714936",2
"SNP_A-1716752",2.35
"SNP_A-1646786",1.94
"SNP_A-1682580",2.06
"SNP_A-1688442",2.03
"SNP_A-1741330",1.66
"SNP_A-1682555",2.34
"SNP_A-1682671",1.82
"SNP_A-1733900",2.6
"SNP_A-1655247",2.04
"SNP_A-1730239",1.94
"SNP_A-1732526",2.02
"SNP_A-1743903",3.47
"SNP_A-1675926",2.5
"SNP_A-1727905",1.5
"SNP_A-1662760",2.27
"SNP_A-1675050",2.08
"SNP_A-1680439",2.79
"SNP_A-1652796",1.86
"SNP_A-1720716",2.13
"SNP_A-1722609",1.98
"SNP_A-1732508",2.41
"SNP_A-1710283",1.92
"SNP_A-1712917",1.79
"SNP_A-1670894",2.4
"SNP_A-1654225",2.62
"SNP_A-1651000",1.6
"SNP_A-1714794",2.51
"SNP_A-1758157",1.76
"SNP_A-1702601",1.89
"SNP_A-1752033",1.48
"SNP_A-1748119",2.75
"SNP_A-1652416",2.61
"SNP_A-1738335",2.06
"SNP_A-1668915",2.25
"SNP_A-1679800",2.2
"SNP_A-1666233",2.69
"SNP_A-1666451",2.92
"SNP_A-1668041",2.02
"SNP_A-1747897",1.71
"SNP_A-1654153",1.35
"SNP_A-1726261",2.16
"SNP_A-1729691",1.95
"SNP_A-1667054",1.47
"SNP_A-1711056",2.03
"SNP_A-1745762",2.33
"SNP_A-1710735",1.86
"SNP_A-1707437",1.71
"SNP_A-1718068",2.32
"SNP_A-1730483",1.33
"SNP_A-1753283",1.43
"SNP_A-1725331",2.18
"SNP_A-1725495",2.31
"SNP_A-1662995",2.29
"SNP_A-1663089",2.49
"SNP_A-1657768",3.89
"SNP_A-1682630",2.14
"SNP_A-1715660",1.84
"SNP_A-1750147",1.92
"SNP_A-1655260",2.12
"SNP_A-1700429",2.09
"SNP_A-1700537",2.48
"SNP_A-1656307",2.07
"SNP_A-1657101",2.35
"SNP_A-1734984",1.51
"SNP_A-1706583",1.54
"SNP_A-1705493",1.25
"SNP_A-1746593",2.17
"SNP_A-1757061",1.54
"SNP_A-1665265",1.6
"SNP_A-1675488",2.49
"SNP_A-1652297",2.31
"SNP_A-1655860",1.67
"SNP_A-1657408",2.14
"SNP_A-1665897",3.5
"SNP_A-1668793",2.05
"SNP_A-1649976",2.62
"SNP_A-1719325",1.71
"SNP_A-1710686",2.36
"SNP_A-1714133",1.98
"SNP_A-1663936",2.03
"SNP_A-1699206",2.48
"SNP_A-1665308",2.31
"SNP_A-1744010",1.94
"SNP_A-1652482",2.4
"SNP_A-1705607",1.55
"SNP_A-1656572",2.23
"SNP_A-1663849",2.17
"SNP_A-1665223",2.29
"SNP_A-1708268",2.73
"SNP_A-1695401",1.78
"SNP_A-1659476",1.77
"SNP_A-1715591",1.9
"SNP_A-1741749",2.25
"SNP_A-1659561",2.05
"SNP_A-1659659",2.2
"SNP_A-1683178",2.44
"SNP_A-1653127",1.83
"SNP_A-1655068",2.26
"SNP_A-1695242",2.36
"SNP_A-1703628",2.16
"SNP_A-1668725",2.87
"SNP_A-1695259",2.52
"SNP_A-1708384",3.03
"SNP_A-1711032",2.15
"SNP_A-1756074",2.32
"SNP_A-1700755",1.58
"SNP_A-1757746",2.24
"SNP_A-1641808",2.21
"SNP_A-1758683",1.99
"SNP_A-1728285",1.47
"SNP_A-1657510",1.67
"SNP_A-1648928",1.33
"SNP_A-1652084",1.54
"SNP_A-1752195",2.21
"SNP_A-1647442",1.84
"SNP_A-1722100",1.54
"SNP_A-1719665",1.9
"SNP_A-1659454",2.03
"SNP_A-1707980",2.65
"SNP_A-1696684",1.53
"SNP_A-1694670",2.19
"SNP_A-1694794",1.76
"SNP_A-1704181",1.92
"SNP_A-1714756",2.27
"SNP_A-1719950",1.91
"SNP_A-1643141",2.79
"SNP_A-1729624",2.73
"SNP_A-1659782",2.32
"SNP_A-1656078",2.12
"SNP_A-1668552",1.9
"SNP_A-1715603",2.22
"SNP_A-1715891",1.19
"SNP_A-1712653",1.58
"SNP_A-1756419",2.25
"SNP_A-1645192",1.88
"SNP_A-1645348",1.83
"SNP_A-1704179",1.13
"SNP_A-1703635",2.56
"SNP_A-1715363",3.5
"SNP_A-1757117",3.07
"SNP_A-1679197",2.52
"SNP_A-1684673",1.58
"SNP_A-1736878",1.74
"SNP_A-1737046",1.72
"SNP_A-1737168",2.03
"SNP_A-1746476",2.17
"SNP_A-1726604",1.74
"SNP_A-1683566",1.11
"SNP_A-1689264",2.38
"SNP_A-1701538",1.55
"SNP_A-1667996",2.24
"SNP_A-1706924",1.91
"SNP_A-1707098",2.12
"SNP_A-1710617",1.78
"SNP_A-1647244",0.99
"SNP_A-1726748",1.44
"SNP_A-1742863",2.93
"SNP_A-1758385",3.34
"SNP_A-1714118",2.44
"SNP_A-1745717",1.87
"SNP_A-1756307",1.82
"SNP_A-1754559",2
"SNP_A-1727112",2.63
"SNP_A-1689235",1.78
"SNP_A-1711518",1.7
"SNP_A-1692977",2.35
"SNP_A-1694314",1.61
"SNP_A-1696485",1.9
"SNP_A-1743108",1.83
"SNP_A-1743542",1.88
"SNP_A-1678313",2.17
"SNP_A-1693202",1.94
"SNP_A-1685397",1.8
"SNP_A-1688515",1.89
"SNP_A-1734093",1.93
"SNP_A-1734221",2.13
"SNP_A-1678860",1.87
"SNP_A-1673701",2.28
"SNP_A-1673754",2.08
"SNP_A-1716239",2.92
"SNP_A-1737147",2.39
"SNP_A-1658308",2.77
"SNP_A-1674260",2.18
"SNP_A-1679079",2.08
"SNP_A-1664866",2.74
"SNP_A-1644384",1.73
"SNP_A-1721684",2.67
"SNP_A-1643242",1.94
"SNP_A-1643444",1.97
"SNP_A-1757105",1.55
"SNP_A-1650403",1.83
"SNP_A-1747159",2.47
"SNP_A-1654391",2.17
"SNP_A-1667594",2.03
"SNP_A-1727064",2.19
"SNP_A-1746166",2.79
"SNP_A-1646638",2.36
"SNP_A-1706332",1.73
"SNP_A-1706444",2.05
"SNP_A-1732297",1.84
"SNP_A-1747691",2.45
"SNP_A-1711803",2.27
"SNP_A-1753559",1.52
"SNP_A-1753832",2.26
"SNP_A-1755099",1.87
"SNP_A-1755231",2.16
"SNP_A-1644617",2.47
"SNP_A-1650786",2.25
"SNP_A-1690334",2.97
"SNP_A-1691543",2.05
"SNP_A-1691647",2.09
"SNP_A-1692065",1.77
"SNP_A-1692183",2.14
"SNP_A-1697532",2.44
"SNP_A-1698966",1.81
"SNP_A-1699068",2.1
"SNP_A-1700916",2.06
"SNP_A-1701012",2.32
"SNP_A-1701122",1.9
"SNP_A-1713009",2.48
"SNP_A-1746275",1.78
"SNP_A-1755223",1.85
"SNP_A-1755331",2.22
"SNP_A-1757084",2.09
"SNP_A-1757182",2.72
"SNP_A-1716633",1.32
"SNP_A-1666658",1.57
"SNP_A-1709429",2.81
"SNP_A-1743928",1.98
"SNP_A-1747398",2.89
"SNP_A-1675216",1.74
"SNP_A-1680259",2.18
"SNP_A-1756162",2.6
"SNP_A-1674447",1.61
"SNP_A-1706925",1.8
"SNP_A-1693375",3.05
"SNP_A-1749915",2.09
"SNP_A-1732907",1.92
"SNP_A-1738586",2.65
"SNP_A-1755749",2.53
"SNP_A-1741633",1.76
"SNP_A-1717609",1.74
"SNP_A-1652282",2.43
"SNP_A-1756361",1.99
"SNP_A-1655990",2.08
"SNP_A-1699162",1.78
"SNP_A-1751548",2.15
"SNP_A-1743995",1.56
"SNP_A-1686331",1.52
"SNP_A-1692951",2.29
"SNP_A-1709077",3.3
"SNP_A-1688338",3.7
"SNP_A-1660863",1.76
"SNP_A-1709857",1.92
"SNP_A-1674557",2.89
"SNP_A-1721261",3.08
"SNP_A-1676738",2.28
"SNP_A-1702151",1.68
"SNP_A-1694042",2.3
"SNP_A-1734367",2.11
"SNP_A-1734697",2.05
"SNP_A-1739466",1.82
"SNP_A-1673538",2.18
"SNP_A-1735018",2.28
"SNP_A-1697126",3.27
"SNP_A-1658584",3.57
"SNP_A-1679513",2.06
"SNP_A-1679623",1.89
"SNP_A-1674100",1.83
"SNP_A-1646790",2.3
"SNP_A-1657704",1.43
"SNP_A-1652514",1.93
"SNP_A-1735963",2.93
"SNP_A-1666045",2.22
"SNP_A-1647986",1.36
"SNP_A-1669291",1.6
"SNP_A-1656385",2.44
"SNP_A-1667846",2.26
"SNP_A-1734704",2.98
"SNP_A-1661780",2.3
"SNP_A-1744195",3.04
"SNP_A-1728419",2.08
"SNP_A-1746720",1.61
"SNP_A-1650406",2.51
"SNP_A-1670742",2.49
"SNP_A-1683241",1.85
"SNP_A-1693436",2.32
"SNP_A-1731873",2.42
"SNP_A-1695604",1.62
"SNP_A-1697031",1.88
"SNP_A-1757451",2.12
"SNP_A-1724252",3.22
"SNP_A-1708050",2.27
"SNP_A-1737584",1.54
"SNP_A-1745953",2.42
"SNP_A-1746063",1.82
"SNP_A-1749548",2.19
"SNP_A-1675667",2.29
"SNP_A-1675819",3.08
"SNP_A-1682368",2.95
"SNP_A-1660153",2.5
"SNP_A-1740105",1.83
"SNP_A-1661284",2.06
"SNP_A-1668030",2.62
"SNP_A-1754540",1.44
"SNP_A-1691223",2.41
"SNP_A-1691383",2.26
"SNP_A-1691493",2.38
"SNP_A-1707257",1.58
"SNP_A-1757755",2.54
"SNP_A-1743339",3.14
"SNP_A-1745399",2.65
"SNP_A-1671329",1.97
"SNP_A-1729725",2.29
"SNP_A-1731046",2.5
"SNP_A-1687478",1.82
"SNP_A-1656649",2.15
"SNP_A-1706237",2.69
"SNP_A-1719899",1.44
"SNP_A-1732293",2
"SNP_A-1741577",2.7
"SNP_A-1685198",2.2
"SNP_A-1669083",2.17
"SNP_A-1723379",3.02
"SNP_A-1723479",1.96
"SNP_A-1730424",2.21
"SNP_A-1729588",2.16
"SNP_A-1742312",1.3
"SNP_A-1711588",1.92
"SNP_A-1749764",1.67
"SNP_A-1751640",1.54
"SNP_A-1697346",2.15
"SNP_A-1724396",2.2
"SNP_A-1716081",2.03
"SNP_A-1678157",1.78
"SNP_A-1678369",1.9
"SNP_A-1678471",2.28
"SNP_A-1751433",2.86
"SNP_A-1742661",1.96
"SNP_A-1732031",1.61
"SNP_A-1732611",1.48
"SNP_A-1732769",1.87
"SNP_A-1670128",1.91
"SNP_A-1670306",1.89
"SNP_A-1674186",1.44
"SNP_A-1677501",1.93
"SNP_A-1677735",1.86
"SNP_A-1677861",1.84
"SNP_A-1677975",2.47
"SNP_A-1679353",1.88
"SNP_A-1732984",2.52
"SNP_A-1669289",2.05
"SNP_A-1698323",1.61
"SNP_A-1721669",2.71
"SNP_A-1721781",2.34
"SNP_A-1722227",1.91
"SNP_A-1713514",1.96
"SNP_A-1715873",1.37
"SNP_A-1736557",2.02
"SNP_A-1703029",1.98
"SNP_A-1731061",2.12
"SNP_A-1714362",3.06
"SNP_A-1667971",2.14
"SNP_A-1705645",1.88
"SNP_A-1685532",1.7
"SNP_A-1729732",1.67
"SNP_A-1663518",2.28
"SNP_A-1678013",1.56
"SNP_A-1728753",1.52
"SNP_A-1721896",1.4
"SNP_A-1655995",1.44
"SNP_A-1690332",2.11
"SNP_A-1734105",2.55
"SNP_A-1671899",2.11
"SNP_A-1663276",2.46
"SNP_A-1744243",2.38
"SNP_A-1736406",1.96
"SNP_A-1736520",2.41
"SNP_A-1736652",2.28
"SNP_A-1736772",2.31
"SNP_A-1740338",2.1
"SNP_A-1740430",2.27
"SNP_A-1666874",1.83
"SNP_A-1667859",1.68
"SNP_A-1667995",1.64
"SNP_A-1668127",1.77
"SNP_A-1669566",1.9
"SNP_A-1673491",2.39
"SNP_A-1674948",1.78
"SNP_A-1676825",2.04
"SNP_A-1676937",2.25
"SNP_A-1646900",2
"SNP_A-1671194",2.03
"SNP_A-1664122",2.65
"SNP_A-1724637",1.95
"SNP_A-1729653",2.22
"SNP_A-1729799",2.21
"SNP_A-1729940",1.68
"SNP_A-1734254",2.15
"SNP_A-1695335",2.02
"SNP_A-1694811",1.34
"SNP_A-1755376",1.72
"SNP_A-1719818",1.75
"SNP_A-1720074",2.33
"SNP_A-1720294",2.1
"SNP_A-1702433",2.28
"SNP_A-1661215",2.64
"SNP_A-1724990",2.6
"SNP_A-1745684",2.16
"SNP_A-1756627",1.73
"SNP_A-1733646",1.79
"SNP_A-1738446",2.57
"SNP_A-1738560",2.03
"SNP_A-1702561",3.13
"SNP_A-1741884",1.62
"SNP_A-1688042",2.25
"SNP_A-1679965",2.19
"SNP_A-1724035",2.37
"SNP_A-1661837",1.76
"SNP_A-1670589",1.66
"SNP_A-1692094",1.63
"SNP_A-1718931",1.6
"SNP_A-1730081",2.23
"SNP_A-1653999",1.42
"SNP_A-1654116",2.05
"SNP_A-1654210",1.96
"SNP_A-1657669",2.25
"SNP_A-1660906",1.66
"SNP_A-1666145",1.76
"SNP_A-1749117",2.7
"SNP_A-1735643",2.03
"SNP_A-1702401",2.66
"SNP_A-1715418",2.39
"SNP_A-1686294",2.79
"SNP_A-1654495",2.2
"SNP_A-1642733",1.96
"SNP_A-1650171",1.64
"SNP_A-1651529",1.8
"SNP_A-1651635",2.03
"SNP_A-1651793",2.28
"SNP_A-1653493",1.9
"SNP_A-1653603",1.81
"SNP_A-1653733",2.45
"SNP_A-1653993",2.01
"SNP_A-1660782",2.69
"SNP_A-1660896",2.31
"SNP_A-1661024",2.15
"SNP_A-1700746",1.74
"SNP_A-1701042",1.43
"SNP_A-1702632",1.96
"SNP_A-1711647",1.86
"SNP_A-1665413",2.38
"SNP_A-1724200",2.08
"SNP_A-1672337",2
"SNP_A-1756993",1.88
"SNP_A-1733903",2.49
"SNP_A-1735409",1.9
"SNP_A-1678324",1.42
"SNP_A-1663436",1.21
"SNP_A-1665005",2.01
"SNP_A-1673839",1.67
"SNP_A-1668819",2.07
"SNP_A-1743031",2.33
"SNP_A-1733006",2.88
"SNP_A-1687844",2.08
"SNP_A-1719354",2.84
"SNP_A-1674441",3
"SNP_A-1720974",2.02
"SNP_A-1721210",2.16
"SNP_A-1728334",1.56
"SNP_A-1706062",2.3
"SNP_A-1644377",2.29
"SNP_A-1645725",2.04
"SNP_A-1646065",1.79
"SNP_A-1649433",1.87
"SNP_A-1649801",2.03
"SNP_A-1655028",2.1
"SNP_A-1655138",2.17
"SNP_A-1655258",1.8
"SNP_A-1655366",1.76
"SNP_A-1650180",2.5
"SNP_A-1650364",2.05
"SNP_A-1679986",2.17
"SNP_A-1709157",2.8
"SNP_A-1700248",2.55
"SNP_A-1700363",1.88
"SNP_A-1700481",2.09
"SNP_A-1700603",2
"SNP_A-1700701",1.97
"SNP_A-1700910",1.73
"SNP_A-1702526",1.87
"SNP_A-1728665",1.66
"SNP_A-1716309",1.98
"SNP_A-1723057",2.18
"SNP_A-1723213",2.42
"SNP_A-1724867",1.17
"SNP_A-1734226",2.02
"SNP_A-1729808",3.71
"SNP_A-1742635",1.13
"SNP_A-1733767",1.93
"SNP_A-1646348",1.48
"SNP_A-1657406",1.93
"SNP_A-1657503",1.86
"SNP_A-1735038",2.01
"SNP_A-1715587",2.23
"SNP_A-1719255",1.94
"SNP_A-1711819",1.97
"SNP_A-1724053",1.78
"SNP_A-1725993",1.79
"SNP_A-1646894",2.44
"SNP_A-1720743",1.95
"SNP_A-1649827",1.99
"SNP_A-1669393",2.18
"SNP_A-1655328",1.93
"SNP_A-1655452",1.86
"SNP_A-1739303",1.9
"SNP_A-1691226",1.56
"SNP_A-1697733",2.08
"SNP_A-1722560",2.16
"SNP_A-1711738",2.42
"SNP_A-1703860",1.88
"SNP_A-1710913",1.98
"SNP_A-1751141",2.51
"SNP_A-1645603",2.51
"SNP_A-1645949",1.6
"SNP_A-1658396",1.8
"SNP_A-1730541",2.48
"SNP_A-1668797",1.96
"SNP_A-1716451",1.93
"SNP_A-1659724",1.68
"SNP_A-1722164",1.65
"SNP_A-1758067",1.97
"SNP_A-1675515",1.85
"SNP_A-1642684",1.34
"SNP_A-1660135",2.78
"SNP_A-1706065",2.58
"SNP_A-1745578",1.48
"SNP_A-1680284",2.77
"SNP_A-1691841",2.26
"SNP_A-1691947",2.28
"SNP_A-1691850",2.15
"SNP_A-1656101",2.07
"SNP_A-1672868",2.49
"SNP_A-1674673",2.15
"SNP_A-1655647",2.36
"SNP_A-1747572",1.37
"SNP_A-1652907",2
"SNP_A-1661971",2.12
"SNP_A-1706884",1.79
"SNP_A-1707070",2.22
"SNP_A-1709178",1.37
"SNP_A-1715856",2.07
"SNP_A-1692150",2.5
"SNP_A-1651011",2.49
"SNP_A-1652235",2.9
"SNP_A-1652461",2.29
"SNP_A-1643900",2.31
"SNP_A-1693415",2.24
"SNP_A-1704642",2.01
"SNP_A-1642295",2.09
"SNP_A-1755423",2.1
"SNP_A-1648525",1.77
"SNP_A-1666842",1.7
"SNP_A-1741093",2.2
"SNP_A-1729604",1.64
"SNP_A-1681584",1.71
"SNP_A-1643943",1.96
"SNP_A-1645427",2.05
"SNP_A-1645613",2.29
"SNP_A-1741703",2.82
"SNP_A-1689203",2.15
"SNP_A-1689315",2.32
"SNP_A-1689489",2.39
"SNP_A-1681322",1.99
"SNP_A-1678178",1.5
"SNP_A-1712273",2.34
"SNP_A-1743593",2.52
"SNP_A-1751561",2.68
"SNP_A-1654668",2.79
"SNP_A-1748575",1.66
"SNP_A-1698240",1.91
"SNP_A-1698380",1.9
"SNP_A-1698504",2.11
"SNP_A-1699938",1.73
"SNP_A-1701686",2.03
"SNP_A-1701854",1.94
"SNP_A-1705318",2.04
"SNP_A-1648826",3.06
"SNP_A-1695219",2.3
"SNP_A-1642615",1.95
"SNP_A-1697182",2.92
"SNP_A-1733226",2.18
"SNP_A-1722336",2.55
"SNP_A-1751569",1.52
"SNP_A-1647291",2.2
"SNP_A-1647405",2.21
"SNP_A-1647497",2.38
"SNP_A-1671904",2.76
"SNP_A-1692215",2.24
"SNP_A-1682382",1.73
"SNP_A-1655445",2.04
"SNP_A-1697457",3.36
"SNP_A-1697562",2.43
"SNP_A-1701088",2.47
"SNP_A-1744602",1.51
"SNP_A-1748256",2.21
"SNP_A-1748382",1.99
"SNP_A-1748548",3.04
"SNP_A-1748664",3.37
"SNP_A-1748764",4.26
"SNP_A-1748874",2.3
"SNP_A-1748992",2.06
"SNP_A-1694927",2.05
"SNP_A-1745884",2.43
"SNP_A-1643363",2.28
"SNP_A-1684273",1.71
"SNP_A-1698119",2.19
"SNP_A-1680074",2.83
"SNP_A-1660394",2.45
"SNP_A-1660614",2.03
"SNP_A-1660730",2.03
"SNP_A-1724648",1.78
"SNP_A-1744035",2.02
"SNP_A-1695247",1.94
"SNP_A-1746360",2.08
"SNP_A-1705704",1.52
"SNP_A-1707821",2.02
"SNP_A-1653312",1.58
"SNP_A-1723904",2.24
"SNP_A-1720380",2.11
"SNP_A-1720616",2.33
"SNP_A-1651151",2.77
"SNP_A-1651325",1.95
"SNP_A-1656701",1.98
"SNP_A-1653131",1.6
"SNP_A-1653253",1.61
"SNP_A-1730196",1.96
"SNP_A-1731975",3.31
"SNP_A-1702353",2.11
"SNP_A-1646943",1.4
"SNP_A-1647071",1.45
"SNP_A-1647289",3.1
"SNP_A-1650775",2.44
"SNP_A-1690766",2.03
"SNP_A-1692277",1.96
"SNP_A-1692697",2.15
"SNP_A-1696299",2.48
"SNP_A-1751535",1.88
"SNP_A-1665010",2.15
"SNP_A-1666294",2.14
"SNP_A-1742495",1.89
"SNP_A-1756916",2.09
"SNP_A-1642852",1.65
"SNP_A-1643300",1.81
"SNP_A-1683027",2.56
"SNP_A-1719341",2.13
"SNP_A-1713912",3.42
"SNP_A-1722916",3.2
"SNP_A-1697403",1.79
"SNP_A-1647316",2.44
"SNP_A-1751235",2.37
"SNP_A-1677466",2.25
"SNP_A-1742404",2.1
"SNP_A-1742672",1.88
"SNP_A-1742772",2.23
"SNP_A-1744210",1.93
"SNP_A-1722434",1.48
"SNP_A-1644550",1.57
"SNP_A-1653316",2.68
"SNP_A-1676168",2.53
"SNP_A-1706851",2.29
"SNP_A-1655253",2.08
"SNP_A-1681992",2.02
"SNP_A-1723368",3.25
"SNP_A-1676686",2.91
"SNP_A-1714181",2.77
"SNP_A-1738567",1.82
"SNP_A-1691808",1.69
"SNP_A-1694444",2.39
"SNP_A-1701636",1.82
"SNP_A-1740336",2.32
"SNP_A-1677208",2.02
"SNP_A-1678560",2.9
"SNP_A-1655107",2.95
"SNP_A-1707589",2.47
"SNP_A-1679364",2.24
"SNP_A-1700468",2.36
"SNP_A-1653428",2.52
"SNP_A-1688743",2.45
"SNP_A-1688863",2.81
"SNP_A-1687816",2.2
"SNP_A-1750507",2.27
"SNP_A-1650652",2.61
"SNP_A-1670281",2.17
"SNP_A-1739308",1.6
"SNP_A-1708695",3.11
"SNP_A-1712751",2.44
"SNP_A-1730679",1.34
"SNP_A-1670442",1.43
"SNP_A-1652314",2.11
"SNP_A-1650072",2.1
"SNP_A-1731884",2.71
"SNP_A-1740363",2.21
"SNP_A-1694258",2.83
"SNP_A-1676442",1.73
"SNP_A-1667962",1.89
"SNP_A-1732760",2.91
"SNP_A-1652596",1.92
"SNP_A-1755794",2.32
"SNP_A-1660171",2.71
"SNP_A-1736839",1.61
"SNP_A-1664078",1.98
"SNP_A-1683765",1.95
"SNP_A-1685669",2.41
"SNP_A-1680684",2.89
"SNP_A-1690929",1.93
"SNP_A-1737805",1.89
"SNP_A-1741136",1.66
"SNP_A-1680782",2.59
"SNP_A-1749005",2.24
"SNP_A-1662963",2.02
"SNP_A-1660303",2.53
"SNP_A-1669773",2.31
"SNP_A-1729798",1.99
"SNP_A-1689501",1.55
"SNP_A-1691552",2.31
"SNP_A-1705817",2.15
"SNP_A-1659646",1.95
"SNP_A-1741426",1.88
"SNP_A-1681976",2.85
"SNP_A-1746812",2.5
"SNP_A-1704963",1.79
"SNP_A-1753804",2.74
"SNP_A-1651824",2.8
"SNP_A-1693638",2.14
"SNP_A-1693790",2.5
"SNP_A-1705129",1.76
"SNP_A-1754698",2
"SNP_A-1674135",2.13
"SNP_A-1725430",1.67
"SNP_A-1744064",2.34
"SNP_A-1744366",2.32
"SNP_A-1700712",2.47
"SNP_A-1685999",1.92
"SNP_A-1733369",2.14
"SNP_A-1719541",1.97
"SNP_A-1703963",2.03
